Employee_ID,Age,Industry,Job_Role,Experience_Years,Company_Size,Remote_Work_Type,AI_Tools_Used,Daily_AI_Usage_Hours,Primary_AI_Tool,Tasks_Automated_Percent,Time_Saved_Per_Day_Minutes,Learning_Time_Per_Week_Hours,Meetings_Per_Day,Work_Hours_Per_Day,Job_Satisfaction,Productivity_Change,Salary_USD,Promotion_Last_Year,Fear_of_AI_Replacing_Job,Target
201,37,Tech,Manager,11,Large,Hybrid,3,3.5,Grok,13,35,1.8,1,6.1,High,Increased,74792,No,Low,Low
202,42,Healthcare,Consultant,1,Small,Remote,2,1.2,Gemini,64,74,5.0,5,6.7,High,Same,36267,Yes,High,Low
203,39,Healthcare,HR,5,Small,Onsite,2,3.9,Grok,14,85,3.4,3,5.3,High,Same,41560,No,Low,Low
204,39,Marketing,HR,12,Large,Hybrid,2,3.4,ChatGPT,29,133,0.8,6,5.8,Low,Same,63264,No,High,Low
205,36,Retail,Consultant,4,Large,Onsite,2,0.9,ChatGPT,1,162,2.1,3,7.4,Medium,Increased,44656,No,High,Low
206,23,Healthcare,Manager,0,Large,Remote,4,4.3,Claude,35,94,2.9,5,9.4,Low,Same,45429,Yes,Low,Low
207,24,Retail,Manager,2,Medium,Hybrid,0,4.1,Midjourney,12,116,0.7,4,4.2,High,Increased,45920,No,High,Low
208,36,Finance,HR,3,Small,Hybrid,4,2.7,Grok,31,127,2.6,4,9.6,High,Increased,62420,Yes,Low,Low
209,27,Retail,Designer,4,Large,Onsite,2,3.1,Midjourney,59,150,0.9,2,7.4,High,Same,49145,Yes,Medium,High
210,31,Finance,Manager,8,MNC,Hybrid,1,2.4,Gemini,49,158,4.2,0,6.6,Low,Decreased,56168,No,Low,Low
211,42,Retail,Designer,8,MNC,Hybrid,3,1.5,Copilot,6,79,4.1,0,7.1,Low,Decreased,51638,No,High,Low
212,38,Marketing,Software Developer,4,Small,Remote,3,1.5,Gemini,51,163,3.2,6,8.3,Medium,Decreased,51700,Yes,High,Low
213,28,Tech,HR,2,MNC,Onsite,3,2.4,Copilot,70,85,5.8,6,6.5,Medium,Decreased,44548,Yes,Low,Low
214,36,Marketing,Consultant,4,Medium,Remote,1,3.4,ChatGPT,38,132,1.3,4,9.0,Medium,Decreased,50828,No,Low,Low
215,42,Retail,Consultant,20,MNC,Onsite,1,0.3,Grok,31,163,2.2,0,7.3,Low,Decreased,72798,No,High,Low
216,42,Tech,Designer,19,MNC,Hybrid,4,2.4,Midjourney,67,33,1.9,3,7.9,High,Increased,82394,Yes,Low,Low
217,50,Education,Consultant,19,MNC,Hybrid,4,2.3,Midjourney,20,41,5.4,0,4.6,Low,Increased,78191,No,High,Low
218,30,Education,Data Scientist,8,Medium,Remote,0,4.0,Grok,47,28,1.7,1,4.2,Low,Increased,59663,No,Low,Low
219,42,Education,Manager,10,Small,Remote,1,1.9,Copilot,71,176,3.7,3,6.7,Medium,Decreased,62916,No,Medium,Low
220,53,Tech,Data Scientist,11,Small,Onsite,0,2.2,Claude,7,76,0.2,6,8.3,Low,Increased,54788,No,Low,Low
221,45,Retail,Data Analyst,2,MNC,Hybrid,0,4.8,Claude,20,57,2.8,3,6.1,Low,Increased,41686,No,Medium,Low
222,40,Finance,Data Analyst,6,Medium,Hybrid,2,0.9,Claude,57,4,3.3,5,8.6,Medium,Decreased,48439,Yes,Medium,Low
223,31,Tech,Data Analyst,5,MNC,Remote,3,4.5,ChatGPT,7,103,3.7,1,8.0,Low,Increased,55824,No,Low,Low
224,25,Finance,Consultant,1,Large,Hybrid,0,3.2,Gemini,61,113,1.9,3,5.8,Medium,Increased,44153,No,High,High
225,34,Healthcare,Software Engineer,4,MNC,Onsite,3,0.8,Grok,9,14,0.7,1,5.3,Low,Decreased,46583,No,High,Low
226,35,Retail,Manager,11,MNC,Remote,1,3.1,Midjourney,21,157,5.6,3,5.2,Low,Same,50685,No,High,Low
227,42,Finance,Software Developer,2,Large,Remote,1,4.1,Claude,38,11,5.5,1,7.8,Low,Increased,39165,No,High,Low
228,42,Retail,Software Developer,7,Large,Hybrid,3,0.3,Midjourney,21,88,5.6,4,8.4,Low,Same,61057,No,Medium,Low
229,50,Finance,Data Scientist,20,MNC,Remote,3,4.1,Gemini,78,150,5.0,4,6.5,Medium,Decreased,75724,Yes,Low,High
230,54,Education,Designer,2,Large,Remote,2,0.8,Copilot,29,38,3.5,0,8.6,High,Increased,43553,No,Low,Low
231,37,Tech,Data Scientist,7,Large,Onsite,0,3.7,ChatGPT,2,131,0.6,7,9.3,High,Decreased,50754,No,High,Low
232,46,Tech,Consultant,9,Medium,Onsite,4,3.7,Claude,26,65,2.1,4,7.2,Medium,Same,74363,No,Low,Low
233,43,Healthcare,Designer,9,Large,Remote,1,4.2,Gemini,11,13,4.5,4,6.2,Low,Increased,65018,No,Medium,Low
234,37,Retail,Consultant,2,Medium,Hybrid,2,5.0,Gemini,3,110,2.7,3,8.7,High,Decreased,36013,No,Low,Low
235,47,Healthcare,Software Developer,4,MNC,Hybrid,4,0.0,ChatGPT,20,37,1.0,3,8.8,Low,Increased,60379,No,Medium,Low
236,38,Healthcare,HR,6,MNC,Onsite,3,2.6,Gemini,2,79,1.4,3,7.4,High,Decreased,57005,No,Medium,Low
237,45,Finance,Consultant,1,Small,Remote,1,3.0,Gemini,59,59,1.9,6,4.5,Low,Decreased,42693,No,High,Low
238,45,Healthcare,HR,12,Small,Remote,3,3.9,Midjourney,30,99,3.1,7,6.2,Medium,Same,63469,No,High,Low
239,54,Tech,Data Analyst,17,Medium,Onsite,3,0.3,Copilot,46,56,5.6,4,5.0,Medium,Increased,80485,Yes,Low,Low
240,25,Education,Designer,3,Medium,Hybrid,2,3.4,Gemini,46,77,4.5,6,7.4,Medium,Decreased,40471,Yes,Medium,Low
241,26,Marketing,Data Scientist,0,MNC,Onsite,3,1.8,Copilot,49,2,0.2,0,7.5,Low,Decreased,36757,Yes,Low,Low
242,38,Finance,Designer,12,MNC,Onsite,2,4.7,Grok,41,34,2.6,2,6.3,Low,Decreased,62999,Yes,Medium,Low
243,41,Marketing,Software Developer,16,Large,Onsite,4,2.3,ChatGPT,4,99,0.8,3,4.3,Low,Increased,74105,No,Medium,Low
244,22,Retail,Consultant,0,Large,Hybrid,0,0.0,Midjourney,40,173,3.7,3,6.4,Low,Same,26619,No,High,Low
245,45,Marketing,Data Scientist,3,Medium,Remote,4,0.3,Grok,29,85,1.6,2,5.7,High,Same,51461,No,High,Low
246,31,Marketing,Software Engineer,5,Medium,Onsite,1,4.2,Claude,69,43,0.9,3,4.2,Low,Increased,40643,No,High,Low
247,39,Retail,Software Developer,10,Large,Remote,0,1.7,Midjourney,49,160,4.6,5,9.4,High,Increased,59289,No,Medium,Low
248,53,Finance,Designer,23,MNC,Onsite,2,4.8,Midjourney,14,175,5.6,1,9.0,Low,Same,80959,No,Low,Low
249,35,Tech,Software Developer,8,Small,Onsite,4,4.9,ChatGPT,68,130,4.4,4,7.4,Medium,Same,71322,Yes,Medium,High
250,46,Retail,Data Analyst,20,Medium,Onsite,3,1.7,Copilot,40,160,0.9,3,6.5,High,Same,89352,Yes,Medium,Low
251,28,Education,Data Scientist,5,Large,Hybrid,0,2.6,Gemini,60,60,5.2,1,7.3,Medium,Increased,46861,No,Medium,Low
252,38,Healthcare,Software Developer,1,Small,Onsite,1,2.4,Claude,4,1,4.0,0,8.0,Medium,Increased,30097,No,Low,Low
253,37,Education,Consultant,15,Small,Onsite,2,3.3,Grok,75,87,4.7,5,8.8,High,Decreased,77009,Yes,Low,Low
254,53,Education,HR,6,MNC,Hybrid,4,0.8,Gemini,67,109,4.5,6,5.2,High,Decreased,67133,Yes,Medium,Low
255,49,Marketing,Software Developer,13,Medium,Onsite,2,4.7,Copilot,39,57,4.5,0,4.2,High,Increased,73280,Yes,Low,Low
256,24,Tech,Manager,0,Large,Onsite,1,2.5,Copilot,5,166,3.9,0,6.4,High,Same,33546,No,Medium,Low
257,40,Finance,HR,4,Small,Onsite,2,1.0,Midjourney,11,73,0.6,3,8.8,High,Same,49403,No,High,Low
258,42,Education,Manager,7,MNC,Hybrid,0,2.0,Claude,47,103,3.1,3,8.2,High,Same,50531,No,High,Low
259,23,Finance,Designer,0,Small,Remote,2,1.8,Copilot,26,113,1.0,5,4.8,High,Increased,50584,No,Low,Low
260,29,Marketing,Designer,4,Small,Remote,3,4.1,Grok,3,109,0.5,7,4.7,Low,Increased,57149,No,Medium,Low
261,37,Tech,Designer,0,MNC,Remote,4,4.9,Midjourney,20,157,3.8,3,10.0,Low,Increased,38529,No,Medium,Low
262,52,Marketing,Manager,26,Small,Remote,2,3.4,Midjourney,2,96,0.2,3,9.3,Low,Increased,83226,No,Medium,Low
263,49,Healthcare,Software Engineer,8,Small,Onsite,3,4.6,ChatGPT,5,59,1.9,2,9.4,Low,Increased,63675,No,High,Low
264,30,Education,HR,4,Small,Hybrid,1,4.1,ChatGPT,75,29,1.0,4,4.7,Low,Same,54099,No,Low,Low
265,39,Education,Consultant,10,MNC,Hybrid,0,2.2,Copilot,21,16,5.0,2,9.1,High,Decreased,54122,No,Medium,Low
266,54,Marketing,Manager,19,Medium,Hybrid,4,3.4,ChatGPT,65,167,0.0,6,5.0,High,Decreased,81344,Yes,Low,High
267,41,Healthcare,Manager,0,Medium,Onsite,2,3.5,Gemini,24,46,1.8,6,4.4,Low,Decreased,40528,No,Medium,Low
268,35,Marketing,Software Engineer,3,Medium,Hybrid,3,1.2,Claude,8,98,0.4,6,5.6,Low,Increased,47418,No,Medium,Low
269,48,Marketing,Data Scientist,22,Small,Remote,2,0.6,Grok,45,37,1.4,4,7.3,Medium,Decreased,88970,Yes,High,Low
270,51,Finance,Designer,13,Small,Hybrid,2,2.1,Grok,24,167,4.4,1,9.8,High,Decreased,75351,No,High,Low
271,40,Finance,HR,13,Small,Hybrid,2,4.1,Claude,18,27,0.1,6,7.7,Low,Decreased,72432,No,Medium,Low
272,40,Retail,Consultant,14,Small,Remote,3,0.6,Grok,37,60,0.4,0,5.5,High,Increased,68816,Yes,High,Low
273,46,Healthcare,Consultant,13,Medium,Hybrid,2,0.4,Copilot,58,77,4.5,3,4.4,Medium,Same,74371,Yes,High,Low
274,29,Healthcare,Designer,1,MNC,Remote,0,1.7,Copilot,40,119,1.1,6,7.2,Medium,Same,36277,No,Medium,Low
275,51,Tech,Manager,11,Small,Onsite,2,1.3,Gemini,49,148,0.4,3,5.3,Low,Same,60851,Yes,Low,Low
276,54,Marketing,Consultant,8,Medium,Onsite,4,0.2,Claude,34,64,0.2,6,6.6,Low,Same,59581,Yes,High,Low
277,33,Finance,Software Developer,8,Medium,Remote,2,4.5,Midjourney,21,20,3.8,3,8.7,High,Same,59466,No,Medium,Low
278,25,Tech,Data Analyst,2,Medium,Onsite,3,0.5,Grok,21,75,2.9,5,5.6,Medium,Decreased,40007,No,High,Low
279,48,Healthcare,HR,22,Small,Hybrid,0,2.5,Midjourney,37,5,5.3,1,6.2,Medium,Same,77921,No,High,Low
280,48,Tech,Data Analyst,7,Small,Onsite,2,1.4,Claude,64,92,2.8,2,5.2,Medium,Same,50410,Yes,High,Low
281,41,Healthcare,Data Analyst,16,Small,Remote,4,2.7,Copilot,48,45,0.3,7,4.2,Low,Increased,73987,Yes,Low,Low
282,54,Tech,Software Engineer,25,Medium,Onsite,4,2.2,Copilot,63,61,2.4,5,9.6,Low,Same,105184,Yes,Medium,Low
283,45,Healthcare,Software Developer,4,Small,Remote,0,3.1,Copilot,20,50,5.3,6,9.2,Medium,Decreased,37492,No,Low,Low
284,32,Tech,Consultant,2,Large,Remote,2,0.7,Copilot,45,44,2.4,3,8.4,High,Decreased,47871,Yes,Medium,Low
285,29,Healthcare,Data Scientist,4,MNC,Remote,4,1.3,Grok,60,160,4.9,6,9.7,Medium,Increased,60812,Yes,High,Low
286,29,Finance,Data Scientist,0,Medium,Remote,2,0.0,Claude,29,174,0.4,6,9.2,Medium,Increased,44969,No,Low,Low
287,23,Marketing,Data Analyst,1,MNC,Onsite,0,2.3,Gemini,18,155,3.3,0,4.4,Medium,Increased,38641,No,High,Low
288,36,Tech,Consultant,8,Large,Onsite,1,3.3,ChatGPT,73,50,3.6,1,7.0,Medium,Decreased,48658,No,High,Low
289,30,Tech,Manager,8,MNC,Remote,3,0.9,Copilot,69,154,4.4,4,4.4,Low,Same,56031,Yes,High,Low
290,51,Finance,Designer,7,Large,Remote,1,0.1,Grok,11,162,2.7,6,7.5,High,Same,47476,No,Low,Low
291,42,Marketing,Designer,16,MNC,Hybrid,0,3.6,Gemini,37,27,2.3,2,6.6,High,Decreased,59658,No,Medium,Low
292,30,Education,Data Scientist,4,Small,Remote,1,3.0,ChatGPT,31,155,3.5,0,6.6,Medium,Increased,52743,No,Low,Low
293,32,Education,Manager,9,MNC,Remote,2,3.0,Copilot,32,151,2.2,7,5.0,High,Increased,65390,Yes,Medium,Low
294,25,Healthcare,Software Engineer,0,Small,Hybrid,0,1.7,Grok,19,18,0.2,3,6.3,High,Increased,42826,No,Low,Low
295,52,Education,Data Analyst,26,Small,Hybrid,2,1.6,Copilot,37,63,3.6,1,9.1,Medium,Same,98845,Yes,Low,Low
296,22,Healthcare,Data Scientist,0,MNC,Onsite,3,0.8,Copilot,49,68,1.4,7,7.0,Medium,Increased,38652,Yes,Medium,Low
297,25,Education,Manager,1,MNC,Hybrid,2,1.0,Gemini,63,50,0.1,2,4.9,High,Same,35169,Yes,Low,Low
298,44,Retail,Software Engineer,5,Large,Hybrid,3,5.0,Midjourney,72,112,0.5,2,9.8,Medium,Increased,49619,Yes,Low,High
299,38,Healthcare,HR,12,Large,Onsite,3,4.9,Gemini,48,140,3.3,5,5.5,Low,Same,68582,Yes,Low,Low
300,24,Marketing,Software Developer,1,Large,Hybrid,1,1.3,Copilot,50,84,2.1,3,5.4,Medium,Increased,30138,No,Medium,Low
301,25,Finance,Software Developer,2,MNC,Onsite,0,2.9,Grok,23,124,2.7,6,8.9,Low,Increased,42283,No,High,Low
302,38,Marketing,Software Developer,2,MNC,Remote,3,1.5,Gemini,23,18,1.2,4,4.9,High,Increased,52852,No,Medium,Low
303,38,Retail,Manager,4,Small,Onsite,3,4.5,Copilot,63,90,5.5,2,6.1,High,Decreased,45630,Yes,High,Low
304,33,Retail,Data Analyst,5,Medium,Onsite,4,3.7,ChatGPT,4,19,2.8,1,9.7,Medium,Increased,47882,No,Low,Low
305,40,Retail,Consultant,15,Large,Remote,3,2.4,ChatGPT,69,101,3.1,5,8.6,Low,Increased,82330,Yes,Medium,Low
306,32,Finance,Software Developer,8,MNC,Onsite,2,2.9,Copilot,50,81,2.7,6,8.6,High,Decreased,66203,Yes,Medium,Low
307,28,Finance,Data Scientist,4,MNC,Hybrid,2,1.0,Claude,72,71,5.1,0,7.8,Low,Decreased,54072,Yes,Medium,Low
308,53,Retail,Data Scientist,7,Medium,Onsite,2,1.6,Copilot,66,68,3.1,5,5.3,Medium,Increased,64151,Yes,High,Low
309,53,Education,Designer,21,MNC,Hybrid,4,0.2,Copilot,66,53,3.2,7,5.8,High,Increased,97383,Yes,High,Low
310,33,Tech,Manager,1,Large,Hybrid,0,1.4,Gemini,55,29,5.7,6,9.9,Medium,Decreased,37503,No,High,Low
311,47,Healthcare,Data Scientist,16,Small,Hybrid,2,3.7,Grok,24,36,4.4,4,4.0,Low,Decreased,75935,No,High,Low
312,26,Marketing,Data Analyst,3,Large,Remote,0,3.8,Gemini,35,34,3.7,7,6.4,High,Decreased,46743,No,Low,Low
313,25,Tech,Data Scientist,1,MNC,Hybrid,2,1.7,Midjourney,2,141,4.8,4,8.2,Low,Decreased,35092,No,High,Low
314,40,Marketing,Data Scientist,5,MNC,Onsite,1,0.4,ChatGPT,33,123,4.2,3,4.9,High,Increased,55881,No,Low,Low
315,34,Healthcare,HR,7,Medium,Hybrid,3,4.3,Gemini,66,135,1.8,7,6.4,High,Same,51701,Yes,Low,High
316,50,Finance,Manager,6,MNC,Remote,4,4.2,ChatGPT,16,157,5.9,4,5.3,Low,Decreased,64061,No,Medium,Low
317,52,Retail,Software Engineer,16,Small,Remote,1,2.9,Copilot,71,53,0.4,7,7.2,Low,Decreased,66555,No,Medium,Low
318,45,Marketing,HR,14,Small,Remote,3,0.7,Claude,7,11,3.0,5,9.3,Low,Increased,69927,No,Low,Low
319,32,Education,Software Engineer,8,Small,Hybrid,3,2.0,Copilot,56,92,0.3,7,7.6,Low,Decreased,64087,Yes,High,Low
320,27,Retail,Consultant,4,Medium,Hybrid,3,3.7,ChatGPT,28,155,0.6,0,4.8,High,Same,47793,No,Medium,Low
321,25,Tech,Data Scientist,3,Medium,Hybrid,1,4.5,Claude,12,82,5.5,7,9.6,High,Decreased,45684,No,High,Low
322,38,Tech,Manager,0,Small,Onsite,3,3.2,Gemini,54,137,0.8,4,8.3,Medium,Decreased,49372,Yes,Low,High
323,54,Marketing,Data Scientist,23,Large,Hybrid,3,0.6,Claude,67,174,5.7,0,4.6,Medium,Decreased,87122,Yes,High,Low
324,40,Tech,Designer,11,MNC,Hybrid,4,0.2,Copilot,47,102,3.0,0,6.9,Low,Same,60519,Yes,Medium,Low
325,39,Finance,HR,13,MNC,Hybrid,2,1.8,Midjourney,70,12,2.5,4,6.5,Low,Decreased,72233,Yes,Medium,Low
326,37,Marketing,Software Developer,8,Small,Onsite,0,4.3,Claude,53,99,4.1,4,4.2,Low,Decreased,59135,No,Medium,Low
327,29,Marketing,Software Engineer,6,Small,Onsite,3,3.7,Gemini,27,69,3.9,4,8.1,High,Same,63845,No,Low,Low
328,22,Education,HR,0,Large,Remote,3,0.4,Grok,12,56,4.9,5,7.1,Low,Decreased,36100,No,Low,Low
329,31,Finance,Manager,4,Small,Remote,1,0.1,Midjourney,13,137,0.2,2,6.4,High,Same,38064,No,High,Low
330,33,Finance,Data Analyst,5,Small,Onsite,3,0.0,Gemini,42,152,5.8,3,6.4,High,Same,56096,Yes,Low,Low
331,41,Retail,Consultant,15,MNC,Onsite,0,2.6,Copilot,57,26,3.5,1,8.6,Low,Increased,71093,No,High,Low
332,27,Retail,Data Scientist,4,Large,Remote,0,3.9,ChatGPT,57,6,2.1,5,7.4,High,Decreased,33719,No,Medium,Low
333,34,Marketing,Manager,6,Large,Remote,3,4.2,Copilot,72,159,5.4,0,7.6,Low,Increased,59767,Yes,Low,High
334,43,Healthcare,HR,3,Small,Onsite,2,3.6,Grok,28,97,3.6,4,8.5,Low,Same,43614,No,Medium,Low
335,47,Marketing,Software Developer,3,Medium,Remote,1,5.0,ChatGPT,4,55,5.9,1,7.9,High,Decreased,50661,No,High,Low
336,38,Education,Data Scientist,11,Medium,Onsite,1,4.5,Claude,24,137,1.9,2,4.9,High,Same,63379,No,High,Low
337,52,Finance,Designer,27,MNC,Remote,2,1.3,Midjourney,48,174,5.5,7,8.3,Low,Decreased,94784,Yes,Medium,Low
338,52,Retail,Data Scientist,8,MNC,Onsite,1,3.5,Midjourney,4,83,3.8,2,4.3,Low,Increased,45696,No,High,Low
339,48,Healthcare,HR,1,MNC,Remote,4,4.7,Claude,45,133,1.6,5,8.6,Medium,Same,49541,Yes,Low,Low
340,34,Marketing,Consultant,2,Small,Remote,4,2.4,Claude,32,74,4.8,2,6.4,Low,Increased,52755,Yes,Low,Low
341,27,Education,HR,0,MNC,Onsite,3,4.8,Gemini,47,63,5.7,5,7.4,Low,Same,42548,Yes,High,Low
342,46,Tech,Consultant,17,Small,Hybrid,2,0.9,Grok,25,133,1.1,2,8.4,High,Same,66296,No,Medium,Low
343,37,Retail,Software Developer,1,Large,Onsite,1,3.8,Grok,12,105,2.9,7,5.9,Medium,Same,42474,No,Medium,Low
344,41,Healthcare,Designer,17,Large,Hybrid,4,2.5,Claude,8,164,0.1,4,6.3,Medium,Same,86515,No,High,Low
345,42,Finance,HR,9,MNC,Remote,3,0.9,Gemini,54,175,0.6,4,5.5,Low,Same,56444,Yes,High,Low
346,24,Marketing,Software Engineer,0,Large,Onsite,4,0.6,Grok,8,154,5.7,0,4.3,Medium,Decreased,46171,No,Low,Low
347,41,Healthcare,Manager,2,Medium,Onsite,2,4.8,Copilot,77,16,4.7,3,6.3,Medium,Decreased,52076,Yes,Medium,Low
348,48,Healthcare,Software Developer,17,Medium,Hybrid,3,4.2,Grok,0,57,5.3,3,4.6,High,Same,80602,No,High,Low
349,32,Education,HR,8,Small,Hybrid,0,1.1,Copilot,64,144,0.9,7,5.7,Low,Decreased,60164,No,High,Low
350,25,Healthcare,Software Engineer,0,Medium,Onsite,2,2.8,Claude,20,98,2.0,2,5.7,Low,Increased,31699,No,Low,Low
351,28,Retail,Data Scientist,6,MNC,Remote,1,4.5,Claude,20,131,4.9,3,7.0,Low,Decreased,43180,No,High,Low
352,50,Education,HR,7,Large,Hybrid,0,1.5,Copilot,45,155,3.8,2,4.4,Low,Increased,55654,No,High,Low
353,22,Education,Data Analyst,0,Large,Onsite,2,0.5,Copilot,26,39,0.3,3,8.2,High,Increased,50991,No,Medium,Low
354,45,Healthcare,HR,9,Large,Onsite,3,0.8,Claude,56,176,3.2,7,5.7,High,Same,63116,Yes,Medium,Low
355,26,Retail,Consultant,4,Large,Hybrid,0,0.0,Gemini,59,53,2.2,0,9.8,Low,Increased,46926,No,Low,Low
356,42,Retail,Data Analyst,19,Small,Remote,2,4.4,Grok,46,75,1.3,6,7.8,Medium,Same,88624,Yes,High,Low
357,26,Retail,Data Scientist,4,MNC,Onsite,1,1.5,Midjourney,61,100,4.3,2,5.6,High,Same,39450,No,High,Low
358,37,Marketing,Data Scientist,7,Medium,Hybrid,4,2.7,Gemini,71,15,0.5,6,8.5,Medium,Increased,65367,Yes,Medium,Low
359,30,Retail,Data Scientist,0,Small,Hybrid,2,3.1,Grok,16,67,5.7,6,8.3,High,Increased,42156,No,High,Low
360,22,Retail,Data Analyst,0,MNC,Onsite,0,0.9,Grok,65,103,1.1,6,6.8,High,Increased,44456,No,Medium,Low
361,44,Education,Data Scientist,6,Small,Onsite,4,4.3,Copilot,33,168,1.2,4,5.3,Medium,Increased,50363,Yes,Low,Low
362,24,Tech,Consultant,0,MNC,Onsite,0,3.6,Copilot,46,108,5.7,0,5.9,High,Decreased,34689,No,Medium,Low
363,36,Education,Data Scientist,3,MNC,Remote,3,1.9,ChatGPT,42,115,0.7,5,8.2,High,Decreased,57677,Yes,Medium,Low
364,25,Finance,Data Analyst,3,MNC,Onsite,2,2.5,Midjourney,5,120,3.2,7,4.3,High,Increased,55624,No,Low,Low
365,26,Healthcare,Designer,2,Medium,Hybrid,4,4.8,ChatGPT,61,146,2.4,2,9.3,Medium,Decreased,44731,Yes,Low,High
366,52,Finance,Designer,3,Small,Remote,3,1.5,Gemini,21,114,3.0,7,5.5,High,Increased,56311,No,High,Low
367,24,Education,Data Scientist,1,Medium,Hybrid,2,3.1,Grok,79,71,0.3,0,4.1,Low,Increased,48924,Yes,Medium,Low
368,32,Education,Software Developer,4,Small,Onsite,2,2.1,Grok,5,96,2.6,3,6.4,Low,Increased,45261,No,High,Low
369,54,Retail,HR,18,Medium,Hybrid,4,0.4,Grok,46,166,5.7,4,8.7,High,Increased,91822,Yes,Medium,Low
370,36,Marketing,Manager,6,Medium,Remote,2,3.9,ChatGPT,19,28,2.0,6,6.6,High,Increased,48788,No,High,Low
371,31,Retail,Data Scientist,0,MNC,Remote,1,4.9,Gemini,68,155,2.4,4,5.1,Medium,Same,42256,No,Medium,High
372,48,Marketing,Data Scientist,16,Small,Onsite,3,0.4,ChatGPT,2,9,3.1,2,5.6,Low,Same,71755,No,High,Low
373,45,Education,Software Engineer,9,Medium,Hybrid,1,3.0,Grok,38,156,5.6,3,5.8,Medium,Increased,59237,No,Low,Low
374,41,Marketing,Consultant,11,Large,Onsite,2,3.1,Copilot,65,157,3.8,5,9.8,High,Decreased,54742,Yes,Low,High
375,48,Education,Designer,9,Medium,Hybrid,0,3.5,Claude,47,69,1.9,3,5.5,High,Decreased,61689,No,Low,Low
376,50,Tech,Consultant,3,Small,Hybrid,0,0.6,Grok,9,52,5.7,5,9.6,Medium,Decreased,46226,No,High,Low
377,43,Education,Software Engineer,3,Small,Remote,1,1.9,Grok,27,112,2.3,6,5.5,Low,Decreased,34082,No,Medium,Low
378,22,Education,Software Developer,0,Medium,Hybrid,1,2.0,Midjourney,45,105,4.4,5,9.9,Low,Same,38896,No,Low,Low
379,31,Education,Data Scientist,1,Large,Onsite,2,2.2,ChatGPT,34,84,5.5,3,9.2,Medium,Increased,36676,Yes,High,Low
380,30,Marketing,Software Engineer,2,Small,Remote,3,3.1,Grok,40,169,4.2,4,4.5,Low,Same,48996,Yes,High,Low
381,44,Healthcare,Data Scientist,14,Large,Remote,3,0.1,Midjourney,62,109,1.6,7,9.5,Low,Decreased,72442,Yes,Medium,Low
382,24,Education,Software Developer,1,MNC,Onsite,1,3.0,ChatGPT,15,81,2.2,6,9.0,Medium,Decreased,34370,No,Medium,Low
383,34,Tech,Manager,7,MNC,Hybrid,2,3.1,ChatGPT,64,119,5.9,7,4.4,High,Increased,61873,Yes,Low,High
384,38,Finance,Manager,8,Medium,Remote,4,2.9,Claude,38,112,5.2,0,9.4,Low,Same,71257,Yes,Low,Low
385,42,Healthcare,Software Developer,1,Small,Remote,4,4.4,Grok,59,167,2.7,3,4.9,Low,Same,53427,Yes,Low,High
386,39,Healthcare,Designer,1,MNC,Onsite,2,3.0,ChatGPT,76,3,3.5,6,4.3,Medium,Decreased,41003,Yes,Low,Low
387,49,Finance,HR,14,Small,Hybrid,0,3.8,Gemini,77,165,3.9,0,9.5,Medium,Increased,66652,No,High,High
388,50,Finance,Software Developer,4,Small,Remote,0,0.9,ChatGPT,20,108,5.0,2,4.7,High,Same,45356,No,Low,Low
389,22,Healthcare,Data Scientist,0,Large,Onsite,3,4.6,Gemini,26,55,3.3,0,6.1,High,Decreased,48387,No,Low,Low
390,45,Finance,HR,12,MNC,Onsite,4,1.6,Copilot,48,105,1.6,7,9.3,Medium,Increased,67972,Yes,Low,Low
391,30,Tech,HR,5,Small,Hybrid,2,4.1,Copilot,38,149,3.1,4,8.1,High,Decreased,51704,Yes,Low,Low
392,33,Tech,Software Engineer,6,Small,Hybrid,2,2.1,Copilot,72,28,2.8,6,5.1,Low,Decreased,54821,Yes,Low,Low
393,44,Retail,Data Analyst,12,Large,Hybrid,0,3.7,Copilot,65,133,4.7,5,5.0,Low,Increased,57912,No,Medium,High
394,53,Tech,Data Scientist,9,MNC,Hybrid,2,1.2,Copilot,9,114,1.3,0,5.3,High,Same,51294,No,Low,Low
395,40,Retail,Data Scientist,14,Small,Remote,3,2.9,Midjourney,8,174,4.5,0,7.2,High,Same,76665,No,Low,Low
396,22,Healthcare,Data Analyst,0,Large,Remote,4,2.5,Midjourney,12,128,3.8,7,9.7,High,Decreased,47799,No,Low,Low
397,50,Tech,Software Engineer,6,Large,Hybrid,1,2.6,Midjourney,12,68,4.6,2,5.2,High,Increased,40816,No,Low,Low
398,22,Healthcare,Software Engineer,0,MNC,Hybrid,0,3.1,Claude,42,24,4.0,2,7.4,High,Decreased,28700,No,High,Low
399,53,Finance,Data Scientist,25,Small,Hybrid,3,4.4,Grok,53,155,4.2,7,9.0,High,Same,84504,Yes,Low,High
400,43,Tech,Manager,15,MNC,Onsite,0,2.4,Grok,50,117,4.7,5,7.1,Low,Increased,72042,No,Medium,Low
401,23,Healthcare,HR,0,Large,Hybrid,4,2.4,ChatGPT,10,173,2.3,7,4.1,High,Decreased,55991,No,Low,Low
402,23,Marketing,Consultant,1,MNC,Remote,3,0.9,ChatGPT,35,78,0.4,0,9.9,Medium,Decreased,40177,Yes,High,Low
